"date","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum"
2020-03-29,344,3984,2,16,15479,223514,344,3984,2,225,0,0,0,0,0,0
2020-03-30,266,4250,2,18,7654,231168,266,4250,66,291,0,0,0,0,0,0
2020-03-31,311,4561,1,19,11756,242924,311,4561,54,345,32,32,6,6,0,0
2020-04-01,303,4864,3,22,14029,256953,303,4864,73,418,368,400,70,76,33,33
2020-04-02,273,5137,2,24,9944,266897,273,5137,154,572,15,415,5,81,-1,32
2020-04-03,225,5362,4,28,8475,275372,225,5362,63,635,-5,410,5,86,0,32
2020-04-04,190,5552,2,30,9519,284891,190,5552,51,686,50,460,6,92,1,33
2020-04-05,141,5693,5,35,12253,297144,141,5693,102,788,0,460,4,96,0,33
2020-04-06,106,5799,6,41,5519,302663,106,5799,61,849,-2,458,0,96,2,35
2020-04-07,119,5918,7,48,8037,310700,119,5918,1700,2549,-153,305,-3,93,2,37
2020-04-08,105,6023,2,50,8668,319368,105,6023,266,2815,-42,263,-6,87,-1,36
2020-04-09,85,6108,1,51,10766,330134,85,6108,174,2989,-1,262,-6,81,0,36
2020-04-10,106,6214,3,54,8212,338346,106,6214,153,3142,-26,236,-7,74,2,38
2020-04-11,88,6302,2,56,9501,347847,88,6302,124,3266,4,240,6,80,0,38
2020-04-12,22,6324,3,59,6094,353941,22,6324,72,3338,-1,239,1,81,-3,35
2020-04-13,41,6365,2,61,8195,362136,41,6365,156,3494,-12,227,-2,79,11,46
2020-04-14,49,6414,1,62,4357,366493,49,6414,104,3598,3,230,1,80,-2,44
2020-04-15,223,6637,1,63,4884,371377,223,6637,90,3688,-16,214,-7,73,-2,42
2020-04-16,30,6667,0,63,8626,380003,30,6667,59,3747,-13,201,-6,67,-4,38
2020-04-17,47,6714,2,65,11527,391530,47,6714,72,3819,-9,192,-7,60,0,38
2020-04-18,42,6756,4,69,14980,406510,42,6756,344,4163,-8,184,-4,56,-4,34
2020-04-19,44,6800,2,71,14486,420996,44,6800,67,4230,-6,178,-8,48,-1,33
2020-04-20,13,6813,0,71,10738,431734,13,6813,28,4258,-8,170,1,49,-1,32
2020-04-21,22,6835,1,72,8108,439842,22,6835,437,4695,-3,167,-2,47,1,33
2020-04-22,7,6842,2,74,12599,452441,7,6842,240,4935,-5,162,0,47,-2,31
2020-04-23,8,6850,2,76,14218,466659,8,6850,110,5045,-10,152,-1,46,-2,29
2020-04-24,17,6867,3,79,15711,482370,17,6867,91,5136,-13,139,-4,42,-1,28
2020-04-25,18,6885,2,81,11887,494257,18,6885,237,5373,-10,129,1,43,0,28
2020-04-26,19,6904,2,83,12192,506449,19,6904,168,5541,-14,115,0,43,-3,25
2020-04-27,7,6911,0,83,10614,517063,7,6911,47,5588,-2,113,1,44,2,27
2020-04-28,12,6923,5,88,13616,530679,12,6923,42,5630,-3,110,-1,43,0,27
2020-04-29,13,6936,2,90,13731,544410,13,6936,40,5670,-16,94,-5,38,-1,26
2020-04-30,8,6944,2,92,19231,563641,8,6944,47,5717,-5,89,-4,34,-4,22
2020-05-01,13,6957,1,93,25227,588868,13,6957,30,5747,-6,83,-5,29,-1,21
2020-05-02,15,6972,0,93,22715,611583,15,6972,49,5796,-4,79,-1,28,0,21
2020-05-03,18,6990,2,95,21524,633107,18,6990,21,5817,-4,75,0,28,-1,20
2020-05-04,24,7014,1,96,17107,650214,24,7014,46,5863,-5,70,0,28,0,20
2020-05-05,26,7040,1,97,14542,664756,26,7040,27,5890,-4,66,-1,27,0,20
2020-05-06,24,7064,0,97,23900,688656,24,7064,89,5979,-4,62,0,27,-2,18
2020-05-07,22,7086,0,97,33893,722549,22,7086,59,6038,-4,58,-4,23,-1,17
2020-05-08,18,7104,0,97,34701,757250,18,7104,46,6084,-2,56,-2,21,-1,16
2020-05-09,14,7118,0,97,38206,795456,14,7118,53,6137,-5,51,-2,19,-1,15
2020-05-10,12,7130,0,97,32416,827872,12,7130,29,6166,-8,43,-1,18,0,15
2020-05-11,7,7137,0,97,27247,855119,7,7137,16,6182,6,49,-2,16,-1,14
2020-05-12,20,7157,0,97,22808,877927,20,7157,51,6233,-2,47,0,16,1,15
2020-05-13,11,7168,1,98,31098,909025,11,7168,41,6274,3,50,1,17,-1,14
2020-05-14,15,7183,0,98,34274,943299,15,7183,25,6299,1,51,1,18,-1,13
2020-05-15,31,7214,0,98,40517,983816,31,7214,37,6336,-4,47,0,18,0,13
2020-05-16,17,7231,0,98,31836,1015652,17,7231,30,6366,2,49,-2,16,-1,12
2020-05-17,9,7240,0,98,26474,1042126,9,7240,4,6370,1,50,0,16,0,12
2020-05-18,9,7249,1,99,19908,1062034,9,7249,27,6397,-5,45,-4,12,-5,7
2020-05-19,8,7257,1,100,23836,1085870,8,7257,19,6416,2,47,-1,11,0,7
2020-05-20,11,7268,0,100,25697,1111567,11,7268,30,6446,-3,44,-2,9,0,7
2020-05-21,2,7270,0,100,26117,1137684,2,7270,27,6473,-3,41,0,9,0,7
2020-05-22,14,7284,1,101,32998,1170682,14,7284,8,6481,-1,40,-2,7,-1,6
2020-05-23,16,7300,1,102,21580,1192262,16,7300,15,6496,-4,36,-2,5,-1,5
2020-05-24,3,7303,0,102,32533,1224795,3,7303,15,6511,-3,33,0,5,0,5
2020-05-25,4,7307,0,102,19408,1244203,4,7307,23,6534,-2,31,0,5,0,5
2020-05-26,15,7322,0,102,44020,1288223,15,7322,21,6555,-1,30,0,5,0,5
2020-05-27,6,7328,0,102,50098,1338321,6,7328,7,6562,0,30,1,6,-2,3
2020-05-28,18,7346,0,102,29123,1367444,18,7346,22,6584,-1,29,-1,5,0,3
2020-05-29,16,7362,0,102,30178,1397622,16,7362,0,6584,-6,23,-1,4,0,3
2020-05-30,12,7374,0,102,30916,1428538,12,7374,34,6618,-1,22,0,4,0,3
2020-05-31,10,7384,0,102,26030,1454568,10,7384,-2,6616,-2,20,0,4,-2,1
2020-06-01,9,7393,0,102,17652,1472220,9,7393,5,6621,0,20,-1,3,0,1
2020-06-02,17,7410,0,102,18167,1490387,17,7410,5,6626,6,26,1,4,1,2
2020-06-03,8,7418,0,102,22313,1512700,8,7418,15,6641,-1,25,1,5,0,2
2020-06-04,11,7429,0,102,33629,1546329,11,7429,25,6666,-2,23,-1,4,0,2
2020-06-05,11,7440,0,102,32863,1579192,11,7440,16,6682,-2,21,-1,3,0,2
2020-06-06,4,7444,0,102,11396,1590588,4,7444,10,6692,0,21,1,4,0,2
2020-06-07,4,7448,0,102,26874,1617462,4,7448,9,6701,-3,18,-1,3,0,2
2020-06-08,6,7454,0,102,16053,1633515,6,7454,7,6708,1,19,0,3,0,2
2020-06-09,2,7456,0,102,17169,1650684,2,7456,14,6722,0,19,-1,2,0,2
2020-06-10,9,7465,0,102,29270,1679954,9,7465,24,6746,1,20,1,3,0,2
2020-06-11,9,7474,0,102,31269,1711223,9,7474,15,6761,-2,18,-1,2,0,2
2020-06-12,4,7478,0,102,34327,1745550,4,7478,22,6783,0,18,0,2,0,2
2020-06-13,13,7491,0,102,37101,1782651,13,7491,29,6812,-2,16,0,2,-2,0
2020-06-14,18,7509,0,102,29702,1812353,18,7509,26,6838,0,16,1,3,0,0
2020-06-15,15,7524,0,102,15796,1828149,15,7524,13,6851,1,17,1,4,0,0
2020-06-16,12,7536,0,102,20198,1848347,12,7536,5,6856,0,17,-1,3,2,2
2020-06-17,23,7559,0,102,33172,1881519,23,7559,14,6870,-1,16,0,3,1,3
2020-06-18,21,7580,0,102,45978,1927497,21,7580,0,6870,-2,14,0,3,-1,2
2020-06-19,18,7598,0,102,42708,1970205,18,7598,10,6880,1,15,-1,2,0,2
2020-06-20,27,7625,0,102,35173,2005378,27,7625,8,6888,2,17,1,3,-2,0
2020-06-21,25,7650,0,102,35946,2041324,25,7650,8,6896,-3,14,-1,2,0,0
2020-06-22,13,7663,0,102,66525,2107849,13,7663,7,6903,2,16,0,2,0,0
2020-06-23,18,7681,0,102,24972,2132821,18,7681,12,6915,3,19,1,3,0,0
2020-06-24,29,7710,1,103,47603,2180424,29,7710,9,6924,-3,16,-1,2,0,0
2020-06-25,37,7747,1,104,51917,2232341,37,7747,18,6942,0,16,0,2,0,0
2020-06-26,37,7784,0,104,49498,2281839,37,7784,16,6958,-4,12,-1,1,0,0
2020-06-27,46,7830,0,104,54222,2336061,46,7830,21,6979,0,12,0,1,0,0
2020-06-28,45,7875,0,104,43114,2379175,45,7875,14,6993,-1,11,0,1,0,0
2020-06-29,81,7956,0,104,36520,2415695,81,7956,15,7008,4,15,0,1,0,0
2020-06-30,67,8023,0,104,40287,2455982,67,8023,27,7035,-1,14,0,1,0,0
2020-07-01,86,8109,0,104,49941,2505923,86,8109,28,7063,4,18,2,3,0,0
2020-07-02,81,8190,0,104,57859,2563782,81,8190,27,7090,6,24,2,5,0,0
2020-07-03,65,8255,0,104,54078,2617860,65,8255,38,7128,3,27,2,7,0,0
2020-07-04,107,8362,0,104,50176,2668036,107,8362,38,7166,2,29,-3,4,0,0
2020-07-05,87,8449,0,104,45399,2713435,87,8449,44,7210,1,30,0,4,0,0
2020-07-06,137,8586,2,106,45730,2759165,137,8586,21,7231,4,34,2,6,0,0
2020-07-07,169,8755,0,106,41942,2801107,169,8755,35,7266,5,39,4,10,0,0
