"date","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum"
2020-03-29,344,3984,2,17,15473,223437,338,3907,2,225,0,0,0,0,0,0
2020-03-30,266,4250,2,19,7654,231091,265,4172,66,291,0,0,0,0,0,0
2020-03-31,311,4561,1,20,11753,242844,309,4481,54,345,32,32,6,6,0,0
2020-04-01,303,4864,1,21,14025,256869,299,4780,73,418,368,400,70,76,33,33
2020-04-02,273,5137,4,25,9941,266810,270,5050,154,572,15,415,5,81,-1,32
2020-04-03,225,5362,4,29,8471,275281,221,5271,63,635,-5,410,5,86,0,32
2020-04-04,190,5552,2,31,9610,284891,188,5459,51,686,50,460,6,92,1,33
2020-04-05,141,5693,5,36,12253,297144,138,5597,102,788,0,460,4,96,0,33
2020-04-06,106,5799,5,41,5519,302663,106,5703,61,849,-2,458,0,96,2,35
2020-04-07,119,5918,8,49,8037,310700,118,5821,1700,2549,-153,305,-3,93,2,37
2020-04-08,105,6023,2,51,8668,319368,103,5924,266,2815,-42,263,-6,87,-1,36
2020-04-09,85,6108,1,52,10766,330134,84,6008,174,2989,-1,262,-6,81,0,36
2020-04-10,106,6214,3,55,8212,338346,103,6111,153,3142,-26,236,-7,74,2,38
2020-04-11,88,6302,2,57,9501,347847,88,6199,124,3266,4,240,6,80,0,38
2020-04-12,22,6324,3,60,6094,353941,23,6222,72,3338,-1,239,1,81,-3,35
2020-04-13,41,6365,2,62,8195,362136,40,6262,156,3494,-12,227,-2,79,11,46
2020-04-14,49,6414,1,63,4357,366493,49,6311,104,3598,3,230,1,80,-2,44
2020-04-15,223,6637,1,64,4884,371377,223,6534,90,3688,-16,214,-7,73,-2,42
2020-04-16,30,6667,0,64,8626,380003,30,6564,59,3747,-13,201,-6,67,-4,38
2020-04-17,47,6714,2,66,11527,391530,47,6611,72,3819,-9,192,-7,60,0,38
2020-04-18,42,6756,3,69,14980,406510,42,6653,344,4163,-8,184,-4,56,-4,34
2020-04-19,44,6800,2,71,14486,420996,44,6697,67,4230,-6,178,-8,48,-1,33
2020-04-20,13,6813,1,72,10738,431734,12,6709,28,4258,-8,170,1,49,-1,32
2020-04-21,22,6835,0,72,8108,439842,22,6731,437,4695,-3,167,-2,47,1,33
2020-04-22,7,6842,3,75,12599,452441,7,6738,240,4935,-5,162,0,47,-2,31
2020-04-23,8,6850,1,76,14218,466659,8,6746,110,5045,-10,152,-1,46,-2,29
2020-04-24,17,6867,3,79,15711,482370,16,6762,91,5136,-13,139,-4,42,-1,28
2020-04-25,18,6885,2,81,11887,494257,17,6779,237,5373,-10,129,1,43,0,28
2020-04-26,19,6904,3,84,12192,506449,19,6798,168,5541,-14,115,0,43,-3,25
2020-04-27,7,6911,0,84,10614,517063,7,6805,47,5588,-2,113,1,44,2,27
2020-04-28,12,6923,1,85,13616,530679,12,6817,42,5630,-3,110,-1,43,0,27
2020-04-29,13,6936,5,90,13731,544410,13,6830,40,5670,-16,94,-5,38,-1,26
2020-04-30,8,6944,2,92,19231,563641,8,6838,47,5717,-5,89,-4,34,-4,22
2020-05-01,13,6957,2,94,25227,588868,13,6851,30,5747,-6,83,-5,29,-1,21
2020-05-02,15,6972,0,94,22715,611583,15,6866,49,5796,-4,79,-1,28,0,21
2020-05-03,18,6990,2,96,21524,633107,18,6884,21,5817,-4,75,0,28,-1,20
2020-05-04,24,7014,0,96,17107,650214,23,6907,46,5863,-5,70,0,28,0,20
2020-05-05,26,7040,2,98,14542,664756,26,6933,27,5890,-4,66,-1,27,0,20
2020-05-06,24,7064,0,98,23900,688656,24,6957,89,5979,-4,62,0,27,-2,18
2020-05-07,22,7086,0,98,33893,722549,22,6979,59,6038,-4,58,-4,23,-1,17
2020-05-08,18,7104,0,98,34701,757250,18,6997,46,6084,-2,56,-2,21,-1,16
2020-05-09,14,7118,0,98,38206,795456,14,7011,53,6137,-5,51,-2,19,-1,15
2020-05-10,12,7130,0,98,32416,827872,12,7023,29,6166,-8,43,-1,18,0,15
2020-05-11,7,7137,0,98,27247,855119,7,7030,16,6182,6,49,-2,16,-1,14
2020-05-12,20,7157,0,98,22808,877927,20,7050,51,6233,-2,47,0,16,1,15
2020-05-13,11,7168,1,99,31098,909025,11,7061,41,6274,3,50,1,17,-1,14
2020-05-14,15,7183,0,99,34274,943299,15,7076,25,6299,1,51,1,18,-1,13
2020-05-15,31,7214,0,99,40517,983816,31,7107,37,6336,-4,47,0,18,0,13
2020-05-16,17,7231,0,99,31836,1015652,17,7124,30,6366,2,49,-2,16,-1,12
2020-05-17,8,7239,0,99,26474,1042126,8,7132,3,6369,1,50,0,16,0,12
2020-05-18,9,7248,1,100,19908,1062034,9,7141,27,6396,-5,45,-4,12,-5,7
2020-05-19,8,7256,0,100,23836,1085870,8,7149,19,6415,2,47,-1,11,0,7
2020-05-20,11,7267,1,101,25697,1111567,11,7160,30,6445,-3,44,-2,9,0,7
2020-05-21,2,7269,0,101,26117,1137684,2,7162,27,6472,-3,41,0,9,0,7
2020-05-22,14,7283,1,102,32998,1170682,14,7176,8,6480,-1,40,-2,7,-1,6
2020-05-23,13,7296,1,103,21580,1192262,13,7189,12,6492,-4,36,-2,5,-1,5
2020-05-24,3,7299,0,103,32533,1224795,3,7192,15,6507,-3,33,0,5,0,5
2020-05-25,4,7303,0,103,19408,1244203,4,7196,23,6530,-2,31,0,5,0,5
2020-05-26,15,7318,0,103,44020,1288223,15,7211,21,6551,-1,30,0,5,0,5
2020-05-27,6,7324,0,103,50098,1338321,6,7217,7,6558,0,30,1,6,-2,3
2020-05-28,18,7342,0,103,29123,1367444,18,7235,22,6580,-1,29,-1,5,0,3
2020-05-29,16,7358,0,103,30178,1397622,16,7251,0,6580,-6,23,-1,4,0,3
2020-05-30,11,7369,0,103,30916,1428538,11,7262,33,6613,-1,22,0,4,0,3
2020-05-31,10,7379,0,103,26030,1454568,10,7272,-2,6611,-2,20,0,4,-2,1
2020-06-01,8,7387,0,103,17652,1472220,8,7280,4,6615,0,20,-1,3,0,1
2020-06-02,17,7404,0,103,18167,1490387,17,7297,5,6620,6,26,1,4,1,2
2020-06-03,8,7412,0,103,22313,1512700,8,7305,15,6635,-1,25,1,5,0,2
2020-06-04,11,7423,0,103,33629,1546329,11,7316,25,6660,-2,23,-1,4,0,2
2020-06-05,11,7434,0,103,32863,1579192,11,7327,16,6676,-2,21,-1,3,0,2
2020-06-06,2,7436,0,103,11396,1590588,2,7329,8,6684,0,21,1,4,0,2
2020-06-07,4,7440,0,103,26874,1617462,3,7332,9,6693,-3,18,-1,3,0,2
2020-06-08,6,7446,0,103,16053,1633515,6,7338,7,6700,1,19,0,3,0,2
2020-06-09,2,7448,0,103,17169,1650684,2,7340,14,6714,0,19,-1,2,0,2
2020-06-10,7,7455,0,103,29270,1679954,7,7347,22,6736,1,20,1,3,0,2
2020-06-11,9,7464,0,103,31269,1711223,9,7356,15,6751,-2,18,-1,2,0,2
2020-06-12,4,7468,0,103,34327,1745550,4,7360,22,6773,0,18,0,2,0,2
2020-06-13,13,7481,0,103,37101,1782651,13,7373,29,6802,-2,16,0,2,-2,0
2020-06-14,18,7499,0,103,29702,1812353,18,7391,26,6828,0,16,1,3,0,0
2020-06-15,15,7514,0,103,15796,1828149,15,7406,13,6841,1,17,1,4,0,0
2020-06-16,12,7526,0,103,20198,1848347,12,7418,5,6846,0,17,-1,3,2,2
2020-06-17,23,7549,0,103,33172,1881519,23,7441,14,6860,-1,16,0,3,1,3
2020-06-18,21,7570,0,103,45978,1927497,21,7462,0,6860,-2,14,0,3,-1,2
2020-06-19,18,7588,0,103,42708,1970205,18,7480,10,6870,1,15,-1,2,0,2
2020-06-20,26,7614,0,103,35173,2005378,26,7506,7,6877,2,17,1,3,-2,0
2020-06-21,25,7639,0,103,35946,2041324,25,7531,8,6885,-3,14,-1,2,0,0
2020-06-22,13,7652,0,103,66525,2107849,13,7544,7,6892,2,16,0,2,0,0
2020-06-23,18,7670,0,103,24972,2132821,18,7562,12,6904,3,19,1,3,0,0
2020-06-24,29,7699,1,104,47603,2180424,29,7591,9,6913,-3,16,-1,2,0,0
2020-06-25,36,7735,0,104,51917,2232341,36,7627,17,6930,0,16,0,2,0,0
2020-06-26,37,7772,0,104,49498,2281839,37,7664,16,6946,-4,12,-1,1,0,0
2020-06-27,46,7818,0,104,54222,2336061,46,7710,21,6967,0,12,0,1,0,0
2020-06-28,45,7863,0,104,43114,2379175,45,7755,14,6981,-1,11,0,1,0,0
2020-06-29,81,7944,0,104,36520,2415695,81,7836,15,6996,4,15,0,1,0,0
2020-06-30,67,8011,0,104,40287,2455982,67,7903,27,7023,-1,14,0,1,0,0
2020-07-01,86,8097,0,104,49941,2505923,86,7989,28,7051,4,18,2,3,0,0
2020-07-02,81,8178,0,104,57859,2563782,81,8070,27,7078,6,24,2,5,0,0
2020-07-03,65,8243,0,104,54078,2617860,65,8135,38,7116,3,27,2,7,0,0
2020-07-04,106,8349,0,104,50176,2668036,106,8241,37,7153,2,29,-3,4,0,0
2020-07-05,87,8436,0,104,45399,2713435,87,8328,44,7197,1,30,0,4,0,0
2020-07-06,137,8573,2,106,45730,2759165,137,8465,21,7218,4,34,2,6,0,0
2020-07-07,169,8742,0,106,41942,2801107,169,8634,35,7253,5,39,4,10,0,0
2020-07-08,130,8872,0,106,55299,2856406,127,8761,31,7284,7,46,-2,8,0,0
2020-07-09,173,9045,0,106,54425,2910831,172,8933,88,7372,-1,45,2,10,0,0
2020-07-10,300,9345,0,106,59437,2970268,299,9232,60,7432,9,54,3,13,0,0
2020-07-11,192,9537,1,107,51225,3021493,192,9424,87,7519,1,55,3,16,0,0
2020-07-12,244,9781,1,108,53995,3075488,244,9668,4,7523,12,67,1,17,0,0
2020-07-13,183,9964,0,108,42300,3117788,183,9851,41,7564,25,92,1,18,0,0
2020-07-14,271,10235,2,110,44449,3162237,271,10122,66,7630,-2,90,9,27,0,0
2020-07-15,244,10479,1,111,59904,3222141,244,10366,93,7723,21,111,1,28,0,0
2020-07-16,315,10794,2,113,65575,3287716,315,10681,108,7831,3,114,2,30,0,0
2020-07-17,425,11219,3,116,62748,3350464,425,11106,81,7912,13,127,2,32,22,22
2020-07-18,204,11423,3,119,63367,3413831,204,11310,43,7955,-12,115,-6,26,-4,18
2020-07-19,361,11784,3,122,62632,3476463,361,11671,111,8066,20,135,3,29,0,18
2020-07-20,268,12052,1,123,57962,3534425,268,11939,122,8188,21,156,4,33,-1,17
2020-07-21,358,12410,3,126,56310,3590735,358,12297,148,8336,26,182,5,38,6,23
2020-07-22,468,12878,2,128,59794,3650529,468,12765,109,8445,33,215,4,42,2,25
2020-07-23,407,13285,5,133,69308,3719837,407,13172,119,8564,-4,211,-1,41,0,25
2020-07-24,289,13574,7,140,75584,3795421,289,13461,154,8718,6,217,3,44,-24,1
2020-07-25,353,13927,5,145,64084,3859505,353,13814,86,8804,22,239,2,46,0,1
2020-07-26,453,14380,10,155,75619,3935124,453,14267,153,8957,2,241,0,46,21,22
2020-07-27,532,14912,6,161,51966,3987090,532,14799,141,9098,18,259,3,49,2,24
2020-07-28,369,15281,6,167,44971,4032061,369,15168,120,9218,16,275,-2,47,0,24
2020-07-29,279,15560,9,176,66188,4098249,279,15447,189,9407,48,323,-1,46,-23,1
2020-07-30,717,16277,13,189,64853,4163102,717,16164,134,9541,7,330,-6,40,0,1
2020-07-31,603,16880,8,197,75203,4238305,603,16767,224,9765,37,367,4,44,26,27
2020-08-01,374,17254,4,201,68919,4307224,374,17141,217,9982,34,401,6,50,1,28
2020-08-02,641,17895,7,208,57158,4364382,641,17782,224,10206,7,408,-4,46,2,30
2020-08-03,395,18290,13,221,65529,4429911,395,18177,197,10403,31,439,-3,43,1,31
2020-08-04,412,18702,11,232,51706,4481617,412,18589,174,10577,44,483,1,44,-26,5
2020-08-05,714,19416,15,247,70464,4552081,714,19303,144,10721,83,566,7,51,31,36
2020-08-06,447,19863,8,255,80008,4632089,447,19750,205,10926,34,600,1,52,-2,34
2020-08-07,410,20273,11,266,91937,4724026,410,20160,202,11128,32,632,-1,51,-1,33
2020-08-08,425,20698,12,278,40197,4764223,425,20585,239,11367,27,659,2,53,2,35
2020-08-09,386,21084,16,294,93191,4857414,386,20971,313,11680,0,659,-2,51,-3,32
2020-08-10,313,21397,18,312,61132,4918546,313,21284,269,11949,5,664,4,55,5,37
2020-08-11,317,21714,19,331,61626,4980172,317,21601,251,12200,9,673,4,59,-4,33
2020-08-12,413,22127,21,352,61172,5041344,413,22014,387,12587,13,686,-8,51,-1,32
2020-08-13,231,22358,9,361,68441,5109785,231,22245,222,12809,0,686,-7,44,-1,31
2020-08-14,384,22742,14,375,70629,5180414,384,22629,349,13158,-7,679,3,47,0,31
2020-08-15,293,23035,4,379,63370,5243784,293,22922,284,13442,4,683,1,48,2,33
2020-08-16,253,23288,17,396,53774,5297558,253,23175,451,13893,-3,680,-1,47,1,34
2020-08-17,271,23559,25,421,38539,5336097,271,23446,453,14346,-6,674,4,51,3,37
2020-08-18,214,23773,17,438,44516,5380613,214,23660,390,14736,8,682,1,52,0,37
2020-08-19,220,23993,12,450,59882,5440495,220,23880,318,15054,12,694,1,53,-3,34
2020-08-20,243,24236,13,463,68336,5508831,243,24123,2607,17661,-50,644,-2,51,-1,33
2020-08-21,171,24407,9,472,71149,5579980,171,24294,607,18268,3,647,-4,47,-2,31
2020-08-22,195,24602,13,485,67697,5647677,195,24489,299,18567,-16,631,-4,43,-4,27
2020-08-23,210,24812,17,502,58910,5706587,210,24699,474,19041,-27,604,-4,39,-1,26
2020-08-24,104,24916,15,517,51447,5758034,104,24803,370,19411,55,659,-1,38,-4,22
2020-08-25,137,25053,8,525,56675,5814709,137,24940,211,19622,-15,644,4,42,1,23
2020-08-26,152,25205,24,549,71703,5886412,152,25092,286,19908,-41,603,4,46,-3,20
2020-08-27,117,25322,22,571,86268,5972680,117,25209,266,20174,-45,558,-11,35,-5,15
2020-08-28,126,25448,11,582,79556,6052236,126,25335,267,20441,-15,543,0,35,6,21
2020-08-29,99,25547,18,600,67555,6119791,99,25434,223,20664,-33,510,-3,32,0,21
2020-08-30,123,25670,11,611,48438,6168229,123,25557,260,20924,-9,501,-1,31,-6,15
2020-08-31,76,25746,41,652,46224,6214453,76,25633,234,21158,-20,481,-4,27,2,17
2020-09-01,73,25819,5,657,41379,6255832,73,25706,153,21311,-31,450,-1,26,-7,10
2020-09-02,104,25923,6,663,63963,6319795,104,25810,187,21498,-17,433,-3,23,6,16
2020-09-03,126,26049,15,678,136081,6455876,126,25936,222,21720,-42,391,3,26,2,18
2020-09-04,87,26136,59,737,70961,6526837,87,26023,258,21978,-34,357,1,27,-1,17
2020-09-05,71,26207,11,748,63838,6590675,71,26094,160,22138,-31,326,0,27,2,19
2020-09-06,72,26279,5,753,66560,6657235,72,26166,137,22275,-16,310,-1,26,1,20
2020-09-07,43,26322,9,762,36199,6693434,43,26209,136,22411,-16,294,6,32,1,21
2020-09-08,52,26374,8,770,36963,6730397,52,26261,121,22532,-31,263,-3,29,-5,16
2020-09-09,91,26465,11,781,58936,6789333,91,26352,139,22671,-42,221,-3,26,-1,15
2020-09-10,48,26513,7,788,60098,6849431,161,26513,173,22844,-26,195,-3,23,0,15
2020-09-11,52,26565,9,797,78722,6928153,52,26565,181,23025,-32,163,-5,18,-3,12
2020-09-12,41,26606,6,803,48002,6976155,41,26606,112,23137,-12,151,-3,15,-2,10
2020-09-13,44,26650,7,810,39935,7016090,44,26650,133,23270,-14,137,2,17,-3,7
2020-09-14,41,26691,6,816,30946,7047036,41,26691,116,23386,4,141,1,18,3,10
2020-09-15,46,26737,0,816,29616,7076652,46,26737,74,23460,-2,139,-1,17,0,10
2020-09-16,42,26779,0,816,47732,7124384,42,26779,74,23534,-13,126,-1,16,-1,9
