"date","state","state_abbrev","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum","vaccines","vaccines_cum"
2020-02-07,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Queensland","QLD",2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"South Australia","SA",1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Western Australia","WA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Queensland","QLD",1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
